CompanyName,Hyperlink,DownloadStatus,DownloadErrorFrequency,Remark,VolumnIndicatorProcess,VolumnIndicatorResult,Empty,Empty
Kwantas Corporation Bhd,/equities/kwantas-corporation-bhd,Download Sucessful,1,,,,,
Pecca Group Bhd,/equities/pecca-group-bhd,Download Sucessful,1,,,,,
Leong Hup International Berhad,/equities/leong-hup-international-berhad,Download Sucessful,1,,,,,
Tropicana Corporation Bhd,/equities/tropicana-corporation-bhd,Download Sucessful,1,,,,,
Classic Scenic Bhd,/equities/classic-scenic-bhd,Download Sucessful,1,,,,,
Hil Industries Bhd,/equities/hil-industries-bhd,Download Sucessful,1,,,,,
N2N Connect Bhd,/equities/n2n-connect-bhd,Download Sucessful,1,,,,,
Ranhill Holdings Ltd,/equities/symphony-house-bhd,Download Sucessful,1,,,,,
MMS Ventures Bhd,/equities/mms-ventures-bhd,Download Sucessful,1,,,,,
ECS ICT Bhd,/equities/ecs-ict-bhd,Download Sucessful,1,,,,,
Public Packages Holdings Bhd,/equities/public-packages-holdings,Download Sucessful,1,,,,,
myNEWS Holdings Bhd,/equities/bison-consolidated-bhd,Download Sucessful,1,,,,,
Superlon Holdings Bhd,/equities/superlon-holdings-bhd,Download Sucessful,1,,,,,
Gabungan AQRS Bhd,/equities/gabungan-aqrs-bhd,Download Sucessful,1,,,,,
Elsoft Research Bhd,/equities/elsoft-research-bhd,Download Sucessful,1,,,,,
Johore Tin Bhd,/equities/johore-tin-bhd,Download Sucessful,1,,,,,
Atrium Real Estate Investment Trust,/equities/atrium,Download Sucessful,1,,,,,
YTL Hospitality REIT,/equities/ytl-hospitality-reit,Download Sucessful,1,,,,,
Ancom Bhd,/equities/ancom-bhd,Download Sucessful,1,,,,,
Nylex (Malaysia) Bhd,/equities/nylex-malaysia-bhd,Download Sucessful,1,,,,,
Hup Seng Industries Bhd,/equities/hup-seng-industries-bhd,Download Sucessful,1,,,,,
Three A Resources Bhd,/equities/three-a-resources-bhd,Download Sucessful,1,,,,,
Tomei Consolidated Bhd,/equities/tomei-consolidated-bhd,Download Sucessful,1,,,,,
Faber Group Bhd,/equities/faber-group-bhd,Download Sucessful,1,,,,,
Amanah Harta Tanah PNB,/equities/amanah-harta-tanah,Download Sucessful,1,,,,,
Matrix Concepts Holdings Bhd,/equities/matrix-concepts-holdings-bhd,Download Sucessful,1,,,,,
Symphony Life Bhd,/equities/symphony-life-bhd,Download Sucessful,1,,,,,
RCE Capital Berhad,/equities/rce-capital-berhad,Download Sucessful,1,,,,,
Eng Kah Corporation Bhd,/equities/eng-kah-corporation-bhd,Download Sucessful,1,,,,,
CB Industrial Product Holding,/equities/cb-industrial-product-holding,Download Sucessful,1,,,,,
Tambun Indah Land Bhd,/equities/tambun-indah-land-bhd,Download Sucessful,1,,,,,
Ornapaper Bhd,/equities/ornapaper-bhd,Download Sucessful,1,,,,,
Bonia Corporation Bhd,/equities/bonia-corporation-bhd,Download Sucessful,1,,,,,
Petra Energy Bhd,/equities/petra-energy-bhd,Download Sucessful,1,,,,,
Concrete Engineering Products,/equities/concrete-engineering-products,Download Sucessful,1,,,,,
MRCB-Quill REIT Unit,/equities/mrcb-quill-unit,Download Sucessful,1,,,,,
SWS Capital Bhd,/equities/sws-capital-bhd,Download Sucessful,1,,,,,
Chin Hin Group Bhd,/equities/chin-hin-group-bhd,Download Sucessful,1,,,,,
Focus Lumber Bhd,/equities/focus-lumber-bhd,Download Sucessful,1,,,,,
AFFIN Holdings Bhd,/equities/affin-holdings-bhd,Download Sucessful,1,,,,,
MAA Group Bhd,/equities/maa-group-bhd,Download Sucessful,1,,,,,
Analabs Resources Bhd,/equities/analabs-resources-bhd,Download Sucessful,1,,,,,
UOA Development Bhd,/equities/uoa-development-bhd,Download Sucessful,1,,,,,
Oka Corporation Bhd,/equities/oka-corporation-bhd,Download Sucessful,1,,,,,
Hektar Real Estate Investment Trust,/equities/hektar-reit,Download Sucessful,1,,,,,
Genetec Technology Bhd,/equities/genetec-technology-bhd,Download Sucessful,1,,,,,
IQ Group Holdings Bhd,/equities/iq-group-holdings-bhd,Download Sucessful,1,,,,,
IJM Plantations Bhd,/equities/ijm-plantations-bhd,Download Sucessful,1,,,,,
Cocoaland Holdings Bhd,/equities/cocoaland-holdings-bhd,Download Sucessful,1,,,,,
Seni Jaya Corporation Bhd,/equities/seni-jaya-corporation-bhd,Download Sucessful,1,,,,,
Unimech Group Bhd,/equities/unimech-group-bhd,Download Sucessful,1,,,,,
Chin Well Holdings Bhd,/equities/chin-well-holdings-bhd,Download Sucessful,1,,,,,
Al-Salam Real Estate Investment Trust,/equities/al-salam-real-estate-investment,Download Sucessful,1,,,,,
Lafarge Malayan Cement Bhd,/equities/lafarge-malayan-cement-bhd,Download Sucessful,1,,,,,
Malaysia Smelting Corporation Bhd,/equities/malaysia-smelting-corp,Download Sucessful,1,,,,,
Suria Capital Holdings Bhd,/equities/suria-capital-holdings-bhd,Download Sucessful,1,,,,,
Hock Seng Lee Bhd,/equities/hock-seng-lee-bhd,Download Sucessful,1,,,,,
Yi-Lai Bhd,/equities/yi-lai-bhd,Download Sucessful,1,,,,,
Kumpulan Fima Bhd,/equities/kumpulan-fima-bhd,Download Sucessful,1,,,,,
Asia File Corporation Bhd,/equities/asia-file-corporation-bhd,Download Sucessful,1,,,,,
MPHB Capital Bhd,/equities/mphb-capital-bhd,Download Sucessful,1,,,,,
Ideal United Bintang Bhd,/equities/ideal-united-bintang-bhd,Download Sucessful,1,,,,,
Apex Equity Holdings Bhd,/equities/apex-equity-holdings-bhd,Download Sucessful,1,,,,,
Turbo Mech Bhd,/equities/turbo-mech-bhd,Download Sucessful,1,,,,,
Brem Holding Bhd,/equities/brem-holding-bhd,Download Sucessful,1,,,,,
Subur Tiasa Holdings Bhd,/equities/subur-tiasa-holdings-bhd,Download Sucessful,1,,,,,
LBS Bina Group Bhd Pref,/equities/lbs-bina,Download Sucessful,1,,,,,
Rhone Ma Holdings Bhd,/equities/rhone-ma-holdings-bhd,Download Sucessful,1,,,,,
EITA Resources Bhd,/equities/eita-resources-bhd,Download Sucessful,1,,,,,
Muda Holdings Bhd,/equities/muda-holdings-bhd,Download Sucessful,1,,,,,
TAFI Industries Bhd,/equities/tafi-industries-bhd,Download Sucessful,1,,,,,
Tan Chong Motor Holdings Bhd,/equities/tan-chong-motor-holdings-bhd,Download Sucessful,1,,,,,
Lysaght Galvanized Steel Bhd,/equities/lysaght-galvanized-steel,Download Sucessful,1,,,,,
Oversea Enterprise Bhd,/equities/oversea-enterprise-bhd,Download Sucessful,1,,,,,
Knusford Bhd,/equities/knusford-bhd,Download Sucessful,1,,,,,
Amverton Bhd,/equities/a-m-realty-bhd,Download Sucessful,1,,,,,
Box Pak (Malaysia) Bhd,/equities/box-pak-(malaysia)-bhd,Download Sucessful,1,,,,,
Crescendo Corporation Bhd,/equities/crescendo-corporation-bhd,Download Sucessful,1,,,,,
DeGem Bhd,/equities/degem-bhd,Download Sucessful,1,,,,,
MB World Group Bhd,/equities/emas-kiara-industries-bhd,Download Sucessful,1,,,,,
Goh Ban Huat Bhd,/equities/goh-ban-huat-bhd,Download Sucessful,1,,,,,
Gopeng Bhd,/equities/gopeng-bhd,Download Sucessful,1,,,,,
JMR Conglomeration Bhd,/equities/jmr-conglomeration-bhd,Download Sucessful,1,,,,,
Lebtech Bhd,/equities/lebtech-bhd,Download Sucessful,1,,,,,
Stella Holdings Bhd,/equities/merge-energy-bhd,Download Sucessful,1,,,,,
Mintye Industries Bhd,/equities/mintye-industries-bhd,Download Sucessful,1,,,,,
Oriental Interest Bhd,/equities/oriental-interest-bhd,Download Sucessful,1,,,,,
PLB Engineering Bhd,/equities/plb-engineering-bhd,Download Sucessful,1,,,,,
Teo Guan Lee Corporation Bhd,/equities/teo-guan-lee-corporation-bhd,Download Sucessful,1,,,,,
Kumpulan H & L High-Tech Bhd,/equities/kumpulan-h-l-high-tech,Download Sucessful,1,,,,,
UMS-Neiken Group Bhd,/equities/ums-neiken-group-bhd,Download Sucessful,1,,,,,
NPC Resources Bhd,/equities/npc-resources-bhd,Download Sucessful,1,,,,,
See Hup Consolidated Bhd,/equities/see-hup-consolidated-bhd,Download Sucessful,1,,,,,
SKB Shutters Corporation Bhd,/equities/skb-shutters-corporation-bhd,Download Sucessful,1,,,,,
Toyo Ink Group Bhd,/equities/toyo-ink-group-bhd,Download Sucessful,1,,,,,
Warisan TC Holdings Bhd,/equities/warisan-tc-holdings-bhd,Download Sucessful,1,,,,,
Red Sena Bhd,/equities/red-sena-bhd,Download Sucessful,1,,,,,
Wang-Zheng Bhd,/equities/wang-zheng-bhd,Download Sucessful,1,,,,,
Metro Healthcare Berhad,/equities/metro-healthcare,Download Sucessful,1,,,,,
Uni Wall Aps Holdings,/equities/uni-wall-aps-holdings,Download Sucessful,1,,,,,
Ho Wah Genting Bhd,/equities/ho-wah-genting-bhd,Download Sucessful,1,,,,,
Parlo Bhd,/equities/parlo-bhd,Download Sucessful,1,,,,,
ES Ceramics Technology Bhd,/equities/es-ceramics-technology-bhd,Download Sucessful,1,,,,,
Solution Engineering Holdings Bhd,/equities/solution-engineering-holdings-bhd,Download Sucessful,1,,,,,
Focus Dynamics Group Bhd,/equities/focus-dynamics-group-bhd,Download Sucessful,1,,,,,
Jaya Tiasa Holdings Bhd,/equities/jaya-tiasa-holdings-bhd,Download Sucessful,1,,,,,
RGT Bhd,/equities/asia-knight-bhd,Download Sucessful,1,,,,,
Texchem Resources Bhd,/equities/texchem-resources-bhd,Download Sucessful,1,,,,,
Aemulus Holdings Bhd,/equities/aemulus-holdings-bhd,Download Sucessful,1,,,,,
PCCS Group Bhd,/equities/pccs-group-bhd,Download Sucessful,1,,,,,
Komarkcorp Bhd,/equities/komarkcorp-bhd,Download Sucessful,1,,,,,
Notion Vtec Bhd,/equities/notion-vtec-bhd,Download Sucessful,1,,,,,
PIE Industrial Bhd,/equities/pie-industrial-bhd,Download Sucessful,1,,,,,
Karex,/equities/karex,Download Sucessful,1,,,,,
Acme Holdings Bhd,/equities/acme-holdings-bhd,Download Sucessful,1,,,,,
OpenSys M Bhd,/equities/opensys-m-bhd,Download Sucessful,1,,,,,
Tomypak Holdings Bhd,/equities/tomypak-holdings-bhd,Download Sucessful,1,,,,,
Eonmetall Group Bhd,/equities/eonmetall-group-bhd,Download Sucessful,1,,,,,
Lagenda Properties Bhd,/equities/d.b.e.-gurney-resources-bhd,Download Sucessful,1,,,,,
SKP Resources Bhd,/equities/skp-resources-bhd,Download Sucessful,1,,,,,
Sunway Real Estate Investment Trust,/equities/sunway-real-estate-invest-trust,Download Sucessful,1,,,,,
Sunway Bhd,/equities/sunway-bhd,Download Sucessful,1,,,,,
FoundPac Group Bhd,/equities/foundpac-group-bhd,Download Sucessful,1,,,,,
Felda Global Ventures Holdings Bhd,/equities/felda-global-ventures-holdings-bhd,Download Sucessful,1,,,,,
HeveaBoard Bhd,/equities/heveaboard-bhd,Download Sucessful,1,,,,,
GDB Holdings Bhd,/equities/gdb,Download Sucessful,1,,,,,
Tiong Nam Logistics Holdings Bhd,/equities/tiong-nam-logistics-holdings-bhd,Download Sucessful,1,,,,,
Hextar Global Bhd,/equities/halex-holdings-bhd,Download Sucessful,1,,,,,
YTL Power International Bhd,/equities/ytl-power-international-bhd,Download Sucessful,1,,,,,
Wong Engineering Corporation Bhd,/equities/wong-engineering-corp,Download Sucessful,1,,,,,
G Capital Bhd,/equities/gunung-capital-bhd,Download Sucessful,1,,,,,
JHM Consolidation Bhd,/equities/jhm-consolidation-bhd,Download Sucessful,1,,,,,
Sime Darby Property Bhd,/equities/sime-darby-property,Download Sucessful,1,,,,,
Chemical Company of Malaysia,/equities/chemical-company-of-malaysia,Download Sucessful,1,,,,,
Jaycorp Bhd,/equities/jaycorp-bhd,Download Sucessful,1,,,,,
Boustead Holdings Bhd,/equities/boustead-holdings-bhd,Download Sucessful,1,,,,,
Malaysia Building Society Bhd,/equities/malaysia-building-society-bhd,Download Sucessful,1,,,,,
Bermaz Auto Bhd,/equities/berjaya-auto-bhd,Download Sucessful,1,,,,,
MMC Corporation Bhd,/equities/mmc-corporation-bhd,Download Sucessful,1,,,,,
PESTECH International Bhd,/equities/pestech-international-bhd,Download Sucessful,1,,,,,
Cahya Mata Sarawak Bhd,/equities/cahya-mata-sarawak-bhd,Download Sucessful,1,,,,,
AEON Co (Malaysia) Bhd,/equities/aeon-co-(m)-bhd,Download Sucessful,1,,,,,
Cypark Resources Berhad,/equities/cypark-resources-berhad,Download Sucessful,1,,,,,
KPJ Healthcare Bhd,/equities/kpj-healthcare-bhd,Download Sucessful,1,,,,,
SEG International Bhd,/equities/seg-international-bhd,Download Sucessful,1,,,,,
IOI Properties Group Bhd,/equities/ioi-properties-group-bhd,Download Sucessful,1,,,,,
SP Setia Bhd,/equities/sp-setia-bhd,Download Sucessful,1,,,,,
Microlink Solutions Bhd,/equities/microlink-solutions-bhd,Download Sucessful,1,,,,,
Astino Bhd,/equities/astino-bhd,Download Sucessful,1,,,,,
Berjaya Food Bhd,/equities/berjaya-food-bhd,Download Sucessful,1,,,,,
Eupe Corporation Bhd,/equities/eupe-corporation-bhd,Download Sucessful,1,,,,,
Formosa Prosonic Industries,/equities/formosa-prosonic-industries,Download Sucessful,1,,,,,
Oriental Food Industries Hold,/equities/oriental-food-industries-hold,Download Sucessful,1,,,,,
Menang Corporation (Malaysia) Bhd,/equities/menang-corporation-(m)-bhd,Download Sucessful,1,,,,,
Pansar Bhd,/equities/pansar-bhd,Download Sucessful,1,,,,,
HCK Capital Group Bhd,/equities/hck-capital-group-bhd,Download Sucessful,1,,,,,
Sern Kou Resources Bhd,/equities/sern-kou-resources-bhd,Download Sucessful,1,,,,,
DRB - Hicom Bhd,/equities/drb---hicom-bhd,Download Sucessful,1,,,,,
Kim Loong Resources Bhd,/equities/kim-loong-resources-bhd,Download Sucessful,1,,,,,
Appasia Bhd,/equities/appasia-bhd,Download Sucessful,1,,,,,
Malayan Flour Mills Bhd,/equities/malayan-flour-mills-bhd,Download Sucessful,1,,,,,
Solarvest Holdings Bhd,/equities/solarvest-holdings-bhd,Download Sucessful,1,,,,,
Techbond Group Bhd,/equities/techbond-group,Download Sucessful,1,,,,,
Insas Bhd,/equities/insas-bhd,Download Sucessful,1,,,,,
Berjaya Sports Toto Bhd,/equities/berjaya-sports-toto-bhd,Download Sucessful,1,,,,,
George Kent (Malaysia) Bhd,/equities/george-kent-(malaysia)-bhd,Download Sucessful,1,,,,,
Cepatwawasan Group Bhd,/equities/cepatwawasan-group-bhd,Download Sucessful,1,,,,,
Kumpulan Perangsang Selangor,/equities/kumpulan-perangsang-selangor,Download Sucessful,1,,,,,
CN Asia Corporation Bhd,/equities/cn-asia-corporation-bhd,Download Sucessful,1,,,,,
Ann Joo Resources Bhd,/equities/ann-joo-resources-bhd,Download Sucessful,1,,,,,
OSK Holdings Bhd,/equities/osk-holdings-bhd,Download Sucessful,1,,,,,
Muhibbah Engineering M Bhd,/equities/muhibbah-engineering-m-bhd,Download Sucessful,1,,,,,
SLP Resources Bhd,/equities/slp-resources-bhd,Download Sucessful,1,,,,,
KIP Real Estate Investment Trust,/equities/kip-real-estate-investment-trust,Download Sucessful,1,,,,,
Complete Logistic Services Bhd,/equities/complete-logistic-services-bhd,Download Sucessful,1,,,,,
Rexit Bhd,/equities/rexit-bhd,Download Sucessful,1,,,,,
Harbour Link Group Bhd,/equities/harbour-link-group-bhd,Download Sucessful,1,,,,,
Paramount Corporation Bhd,/equities/paramount-corporation-bhd,Download Sucessful,1,,,,,
Coastal Contracts Bhd,/equities/coastal-contracts-bhd,Download Sucessful,1,,,,,
Master Pack Group Bhd,/equities/master-pack-group-bhd,Download Sucessful,1,,,,,
Innoprise Plantations Bhd,/equities/innoprise-plantations-bhd,Download Sucessful,1,,,,,
Zhulian Corporation Bhd,/equities/zhulian-corporation-bhd,Download Sucessful,1,,,,,
Hume Industries Bhd,/equities/hume-industries-bhd,Download Sucessful,1,,,,,
MNRB Holdings Bhd,/equities/mnrb-holdings-bhd,Download Sucessful,1,,,,,
BP Plastics Holding Bhd,/equities/bp-plastics-holding-bhd,Download Sucessful,1,,,,,
SHH Resources Holdings Bhd,/equities/shh-resources-holdings-bhd,Download Sucessful,1,,,,,
Success Transformer Corporation Bhd,/equities/success-transformer-corp,Download Sucessful,1,,,,,
Cycle Carriage Bintang Bhd,/equities/cycle-carriage-bintang-bhd,Download Sucessful,1,,,,,
Teo Seng Capital Bhd,/equities/teo-seng-capital-bhd,Download Sucessful,1,,,,,
Dominant Enterprise Bhd,/equities/dominant-enterprise-bhd,Download Sucessful,1,,,,,
Sunway Construction Group Bhd,/equities/sunway-construction-group-bhd,Download Sucessful,1,,,,,
MKH Bhd,/equities/mkh-bhd,Download Sucessful,1,,,,,
Kimlun Corporation Bhd,/equities/kimlun-corporation-bhd,Download Sucessful,1,,,,,
Khind Holdings Bhd,/equities/khind-holdings-bhd,Download Sucessful,1,,,,,
CapitaLand Malaysia Mall Trust,/equities/capitamalls-malaysia-trust,Download Sucessful,1,,,,,
Amtel Holdings Bhd,/equities/amtel-holdings-bhd,Download Sucessful,1,,,,,
Versatile Creative Bhd,/equities/versatile-creative-bhd,Download Sucessful,1,,,,,
SHL Consolidated Bhd,/equities/shl-consolidated-bhd,Download Sucessful,1,,,,,
UOA Real Estate Investment Trust,/equities/uoa-reit,Download Sucessful,1,,,,,
Hap Seng Plantations Holdings Bhd,/equities/hap-seng-plantations-holdings-bhd,Download Sucessful,1,,,,,
MHC Plantations Bhd,/equities/mhc-plantations-bhd,Download Sucessful,1,,,,,
Eurospan Holdings Bhd,/equities/eurospan-holdings-bhd,Download Sucessful,1,,,,,
Taliworks Corporation Bhd,/equities/taliworks-corporation-bhd,Download Sucessful,1,,,,,
GSB Group Bhd,/equities/gsb-group-bhd,Download Sucessful,1,,,,,
CI Holdings Bhd,/equities/ci-holdings-bhd,Download Sucessful,1,,,,,
Yoong Onn Corporation Bhd,/equities/yoong-onn-corporation-bhd,Download Sucessful,1,,,,,
KKB Engineering Berhad,/equities/kkb-engineering-berhad,Download Sucessful,1,,,,,
Mulpha International Bhd,/equities/mulpha-international-bhd,Download Sucessful,1,,,,,
PNE PCB Bhd,/equities/pne-pcb-bhd,Download Sucessful,1,,,,,
ELK-Desa Resources Bhd,/equities/elk-desa-resources-bhd,Download Sucessful,1,,,,,
MGB Bhd,/equities/ml-global-bhd,Download Sucessful,1,,,,,
Spritzer Bhd,/equities/spritzer-bhd,Download Sucessful,1,,,,,
Country Heights Holdings Bhd,/equities/country-heights-holdings-bhd,Download Sucessful,1,,,,,
Boustead Heavy Industries,/equities/boustead-heavy-industries,Download Sucessful,1,,,,,
Sarawak Plantation Bhd,/equities/sarawak-plantation-bhd,Download Sucessful,1,,,,,
Kerjaya Prospek Group Bhd,/equities/fututech-bhd,Download Sucessful,1,,,,,
Tien Wah Press Holdings Bhd,/equities/tien-wah-press-holdings,Download Sucessful,1,,,,,
AmanahRaya Real Estate Investment Trust,/equities/amanahraya-real-estate,Download Sucessful,1,,,,,
Enra Group Bhd,/equities/perduren-(m)-bhd,Download Sucessful,1,,,,,
Al Aqar Healthcare Reit,/equities/al-aqar-healthcare-reit,Download Sucessful,1,,,,,
Magna Prima Bhd,/equities/magna-prima-bhd,Download Sucessful,1,,,,,
PBA Holdings Bhd,/equities/pba-holdings-bhd,Download Sucessful,1,,,,,
Mesiniaga Bhd,/equities/mesiniaga-bhd,Download Sucessful,1,,,,,
White Horse Bhd,/equities/white-horse-bhd,Download Sucessful,1,,,,,
Fima Corporation Bhd,/equities/fima-corporation-bhd,Download Sucessful,1,,,,,
Choo Bee Metal Industries Bhd,/equities/choo-bee-metal-industries-bhd,Download Sucessful,1,,,,,
Ge Shen Corporation Bhd,/equities/ge-shen-corporation-bhd,Download Sucessful,1,,,,,
New Hoong Fatt Holdings Bhd,/equities/new-hoong-fatt-holdings-bhd,Download Sucessful,1,,,,,
JCBNext Berhad Bhd,/equities/jobstreet-corporation-bhd,Download Sucessful,1,,,,,
Transocean Holdings Bhd,/equities/transocean-holdings-bhd,Download Sucessful,1,,,,,
PLS Plantations Bhd,/equities/pls-plantations-bhd,Download Sucessful,1,,,,,
Crest Builder Holdings Bhd,/equities/crest-builder-holdings-bhd,Download Sucessful,1,,,,,
FACB Industries Incorporated,/equities/facb-industries-incorporated,Download Sucessful,1,,,,,
Pimpinan Eshan Bhd,/equities/triplc-bhd,Download Sucessful,1,,,,,
Mercury Industries Bhd,/equities/mercury-industries-bhd,Download Sucessful,1,,,,,
Tower Real Estate Investment Trust,/equities/tower-real-estate,Download Sucessful,1,,,,,
S P Setia Bhd Pref,/equities/s-p-setia-bhd,Download Sucessful,1,,,,,
APM Automotive Holdings Bhd,/equities/apm-automotive-holdings-bhd,Download Sucessful,1,,,,,
Computer Forms (Malaysia) Bhd,/equities/computer-forms-(malaysia)-bhd,Download Failed,1,,,,,
Country View Bhd,/equities/country-view-bhd,Download Sucessful,1,,,,,
DKLS Industries Bhd,/equities/dkls-industries-bhd,Download Sucessful,1,,,,,
FCW Holdings Bhd,/equities/fcw-holdings-bhd,Download Sucessful,1,,,,,
Grand Hoover Bhd,/equities/grand-hoover-bhd,Download Sucessful,1,,,,,
Ibraco Bhd,/equities/ibraco-bhd,Download Sucessful,1,,,,,
Kuchai Develop Bhd,/equities/kuchai-develop-bhd,Download Sucessful,1,,,,,
LTKM Bhd,/equities/ltkm-bhd,Download Sucessful,1,,,,,
Malpac Holdings Bhd,/equities/malpac-holdings-bhd,Download Sucessful,1,,,,,
Manulife Holdings Bhd,/equities/manulife-holdings-bhd,Download Sucessful,1,,,,,
Pacific Orient Bhd,/equities/pacific-orient-bhd,Download Sucessful,1,,,,,
Plenitude Bhd,/equities/plenitude-bhd,Download Sucessful,1,,,,,
Y&G Corp Bhd,/equities/y-g-corp-bhd,Download Sucessful,1,,,,,
Kim Hin Industry Bhd,/equities/kim-hin-industry-bhd,Download Sucessful,1,,,,,
