CompanyName,Hyperlink,DownloadStatus,DownloadErrorFrequency,Remark,VolumnIndicatorProcess,VolumnIndicatorResult,Empty,Empty
Malaysia Marine and Heavy Engineering Holdings Bhd,/equities/malaysia-marine-heavy-engineering,Download Failed,1,Skipped,,,,
Kawan Food Bhd,/equities/kawan-food-bhd,Download Failed,1,Skipped,,,,
Majuperak Holdings Bhd,/equities/majuperak-holdings-bhd,Download Failed,1,Skipped,,,,
Melati Ehsan Holdings Bhd,/equities/melati-ehsan-holdings-bhd,Download Failed,1,Skipped,,,,
Scicom MSC Bhd,/equities/scicom-msc-bhd,Download Failed,1,Skipped,,,,
Leong Hup International Berhad,/equities/leong-hup-international-berhad,Download Failed,1,Skipped,,,,
Lii Hen Industries Bhd,/equities/lii-hen-industries-bhd,Download Failed,1,Skipped,,,,
ViTrox Corporation Bhd,/equities/vitrox-corporation-bhd,Download Failed,1,Skipped,,,,
Gagasan Nadi Cergas Berhad,/equities/gagasan-nadi-cergas,Download Failed,1,Skipped,,,,
Pansar Bhd,/equities/pansar-bhd,Download Failed,1,Skipped,,,,
LFE Corporation Bhd,/equities/lfe-corporation-bhd,Download Failed,1,Skipped,,,,
Olympia Industries Bhd,/equities/olympia-industries-bhd,Download Failed,1,Skipped,,,,
AmanahRaya Real Estate Investment Trust,/equities/amanahraya-real-estate,Download Failed,1,Skipped,,,,
Lafarge Malayan Cement Bhd,/equities/lafarge-malayan-cement-bhd,Download Failed,1,Skipped,,,,
Pantech Group Holdings Bhd,/equities/pantech-group-holdings-bhd,Download Failed,1,Skipped,,,,
Muar Ban Lee Group Bhd,/equities/muar-ban-lee-group-bhd,Download Failed,1,Skipped,,,,
Glomac Bhd,/equities/glomac-bhd,Download Failed,1,Skipped,,,,
Khee San Bhd,/equities/khee-san-bhd,Download Failed,1,Skipped,,,,
Lien Hoe Corporation Bhd,/equities/lien-hoe-corporation-bhd,Download Failed,1,Skipped,,,,
BCB Bhd,/equities/bcb-bhd,Download Failed,1,Skipped,,,,
Watta Holding Bhd,/equities/watta-holding-bhd,Download Failed,1,Skipped,,,,
Damansara Realty Bhd,/equities/damansara-realty-bhd,Download Failed,1,Skipped,,,,
Rexit Bhd,/equities/rexit-bhd,Download Failed,1,Skipped,,,,
Oriental Food Industries Hold,/equities/oriental-food-industries-hold,Download Failed,1,Skipped,,,,
Gas Malaysia Bhd,/equities/gas-malaysia-bhd,Download Failed,1,Skipped,,,,
Ornapaper Bhd,/equities/ornapaper-bhd,Download Failed,1,Skipped,,,,
Ken Holdings Bhd,/equities/ken-holdings-bhd,Download Failed,1,Skipped,,,,
Dominant Enterprise Bhd,/equities/dominant-enterprise-bhd,Download Failed,1,Skipped,,,,
Fima Corporation Bhd,/equities/fima-corporation-bhd,Download Failed,1,Skipped,,,,
Genetec Technology Bhd,/equities/genetec-technology-bhd,Download Failed,1,Skipped,,,,
Can One Bhd,/equities/can-one-bhd,Download Failed,1,Skipped,,,,
Sarawak Cable Bhd,/equities/sarawak-cable-bhd,Download Failed,1,Skipped,,,,
SHH Resources Holdings Bhd,/equities/shh-resources-holdings-bhd,Download Failed,1,Skipped,,,,
Kein Hing International Bhd,/equities/kein-hing-international-bhd,Download Failed,1,Skipped,,,,
Pavilion Real Estate Inv Trust,/equities/pavilion-real-estate-inv-trust,Download Failed,1,Skipped,,,,
Classic Scenic Bhd,/equities/classic-scenic-bhd,Download Failed,1,Skipped,,,,
Selangor Dredging Bhd,/equities/selangor-dredging-bhd,Download Failed,1,Skipped,,,,
Al-Salam Real Estate Investment Trust,/equities/al-salam-real-estate-investment,Download Failed,1,Skipped,,,,
KESM Industries Bhd,/equities/kesm-industries-bhd,Download Failed,1,Skipped,,,,
Advanced Packaging Tech (Malaysia),/equities/advanced-packaging-tech-(m),Download Failed,1,Skipped,,,,
Ralco Corporation Bhd,/equities/ralco-corporation-bhd,Download Failed,1,Skipped,,,,
Freight Management Holdings,/equities/freight-management-holdings,Download Failed,1,Skipped,,,,
Al Aqar Healthcare Reit,/equities/al-aqar-healthcare-reit,Download Failed,1,Skipped,,,,
Y&G Corp Bhd,/equities/y-g-corp-bhd,Download Failed,1,Skipped,,,,
Widetech Malaysia Bhd,/equities/widetech-malaysia-bhd,Download Failed,1,Skipped,,,,
Pimpinan Eshan Bhd,/equities/triplc-bhd,Download Failed,1,Skipped,,,,
ABM Fujiya Bhd,/equities/abm-fujiya-bhd,Download Failed,1,Skipped,,,,
Box Pak (Malaysia) Bhd,/equities/box-pak-(malaysia)-bhd,Download Failed,1,Skipped,,,,
CAM Resources Bhd,/equities/cam-resources-bhd,Download Failed,1,Skipped,,,,
Far East Holdings Bhd,/equities/far-east-holdings-bhd,Download Failed,1,Skipped,,,,
Ideal United Bintang Bhd,/equities/ideal-united-bintang-bhd,Download Failed,1,Skipped,,,,
LTKM Bhd,/equities/ltkm-bhd,Download Failed,1,Skipped,,,,
Paos Holdings Bhd,/equities/paos-holdings-bhd,Download Failed,1,Skipped,,,,
Xian Leng Holdings Bhd,/equities/xian-leng-holdings-bhd,Download Failed,1,Skipped,,,,
Multi-Usage Holdings Bhd,/equities/multi-usage-holdings-bhd,Download Failed,1,Skipped,,,,
PJBumi Bhd,/equities/pjbumi-bhd,Download Failed,1,Skipped,,,,
Red Sena Bhd,/equities/red-sena-bhd,Download Failed,1,Skipped,,,,
DWL Resources Bhd,/equities/spring-gallery-bhd-pref,Download Failed,1,Skipped,,,,
Topvision Eye Specialist,/equities/topvision-eye-specialist,Download Failed,1,Skipped,,,,
Anzo Holdings Bhd,/equities/harvest-court-industries-bhd,Download Sucessful,1,Append Successfully,,,,
iDimension Consolidated Bhd,/equities/idimension-consolidated-bhd,Download Sucessful,1,Append Successfully,,,,
K Star Sports Ltd,/equities/k-star-sports-ltd,Download Sucessful,1,Append Successfully,,,,
Supermax Corporation Bhd,/equities/supermax-corporation-bhd,Download Sucessful,1,Append Successfully,,,,
Velesto Energy Bhd,/equities/umw-oil-and-gas-corporation,Download Sucessful,1,Append Successfully,,,,
Vortex Consolidated Bhd,/equities/skh-consortium-bhd,Download Sucessful,1,Append Successfully,,,,
CME Group Bhd,/equities/cme-group-bhd,Download Sucessful,1,Append Successfully,,,,
Key Alliance Group Bhd,/equities/key-alliance-group-bhd,Download Sucessful,1,Append Successfully,,,,
NWP Holdings Bhd,/equities/nwp-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
OCR Group Bhd,/equities/takaso-resources-bhd,Download Sucessful,1,Append Successfully,,,,
Luster Industries Bhd,/equities/luster-industries-bhd,Download Failed,1,Skipped,,,,
Malton Bhd,/equities/malton-bhd,Download Failed,1,Skipped,,,,
NetX Holdings Bhd,/equities/netx-holdings-bhd,Download Failed,1,Skipped,,,,
Malayan United Industries Bhd,/equities/malayan-united-industries-bhd,Download Failed,1,Skipped,,,,
Borneo Aqua Harvest Bhd,/equities/borneo-aqua-harvest-bhd,Download Failed,1,Skipped,,,,
I-Stone Group Bhd,/equities/i-stone-group-bhd,Download Failed,1,Skipped,,,,
VS Industry Bhd,/equities/vs-industry-bhd,Download Failed,1,Skipped,,,,
TFP Solutions Bhd,/equities/tfp-solutions-bhd,Download Failed,1,Skipped,,,,
Eastland Equity Bhd,/equities/eastland-equity-bhd,Download Failed,1,Skipped,,,,
M3 Technologies Asia Bhd,/equities/m3-technologies-asia-bhd,Download Failed,1,Skipped,,,,
Mestron Holdings,/equities/mestron-holdings,Download Failed,1,Skipped,,,,
ATA IMS Bhd,/equities/denko-industrial-corporation,Download Failed,1,Skipped,,,,
Vizione Holdings Bhd,/equities/astral-supreme-bhd,Download Failed,1,Skipped,,,,
Sanbumi Holdings Bhd,/equities/sanbumi-holdings-bhd,Download Failed,1,Skipped,,,,
LBS Bina Group Bhd,/equities/lbs-bina-group-bhd,Download Failed,1,Skipped,,,,
Frontken Corporation Bhd,/equities/frontken-corporation-bhd,Download Failed,1,Skipped,,,,
South Malaysia Industries Bhd,/equities/south-malaysia-industries-bhd,Download Failed,1,Skipped,,,,
MMC Corporation Bhd,/equities/mmc-corporation-bhd,Download Failed,1,Skipped,,,,
Excel Force MSC Bhd,/equities/excel-force-msc-bhd,Download Failed,1,Skipped,,,,
Managepay Systems Bhd,/equities/managepay-systems-bhd,Download Failed,1,Skipped,,,,
MAG Holdings Berhad,/equities/xinghe-holdings-bhd,Download Failed,1,Skipped,,,,
Gamuda Bhd,/equities/gamuda-bhd,Download Failed,1,Skipped,,,,
Reach Energy Bhd,/equities/reach-energy-bhd,Download Failed,1,Skipped,,,,
Solarvest Holdings Bhd,/equities/solarvest-holdings-bhd,Download Failed,1,Skipped,,,,
SMRT Holdings Bhd,/equities/smrt-holdings-bhd,Download Failed,1,Skipped,,,,
YTL Hospitality REIT,/equities/ytl-hospitality-reit,Download Failed,1,Skipped,,,,
Sersol Bhd,/equities/sersol-bhd,Download Failed,1,Skipped,,,,
KSL Holdings Bhd,/equities/ksl-holdings-bhd,Download Failed,1,Skipped,,,,
Emico Holdings Bhd,/equities/emico-holdings-bhd,Download Failed,1,Skipped,,,,
Dataprep Holdings Bhd,/equities/dataprep-holdings-bhd,Download Failed,1,Skipped,,,,
Brite Tech Bhd,/equities/brite-tech-bhd,Download Failed,1,Skipped,,,,
DiGi.Com Bhd,/equities/digi.com-bhd,Download Failed,1,Skipped,,,,
Techbond Group Bhd,/equities/techbond-group,Download Failed,1,Skipped,,,,
Sunway Real Estate Investment Trust,/equities/sunway-real-estate-invest-trust,Download Failed,1,Skipped,,,,
N2N Connect Bhd,/equities/n2n-connect-bhd,Download Failed,1,Skipped,,,,
WTK Holdings Bhd,/equities/wtk-holdings-bhd,Download Failed,1,Skipped,,,,
Seacera Group Bhd,/equities/seacera-group-bhd,Download Failed,1,Skipped,,,,
Melewar Industrial Group Bhd,/equities/melewar-industrial-group,Download Failed,1,Skipped,,,,
Greatech Technology Bhd,/equities/greatech-technology-bhd,Download Failed,1,Skipped,,,,
POS Malaysia&Services Holdings Bhd,/equities/pos-malaysia-services-holdings-bhd,Download Failed,1,Skipped,,,,
Alliance Financial Group Bhd,/equities/malaysian-plantations-bhd,Download Failed,1,Skipped,,,,
Dpi Holdings Berhad,/equities/dpi-holdings,Download Failed,1,Skipped,,,,
Westports Holdings Bhd,/equities/westports-holdings-bhd,Download Failed,1,Skipped,,,,
Taliworks Corporation Bhd,/equities/taliworks-corporation-bhd,Download Failed,1,Skipped,,,,
Guan Chong Bhd,/equities/guan-chong-bhd,Download Failed,1,Skipped,,,,
Elsoft Research Bhd,/equities/elsoft-research-bhd,Download Failed,1,Skipped,,,,
I-Berhad,/equities/i-bhd,Download Failed,1,Skipped,,,,
HCK Capital Group Bhd,/equities/hck-capital-group-bhd,Download Failed,1,Skipped,,,,
Eden Inc Bhd,/equities/eden-inc-bhd,Download Failed,1,Skipped,,,,
Solid Automotive Bhd,/equities/solid-automotive-bhd,Download Failed,1,Skipped,,,,
Kimlun Corporation Bhd,/equities/kimlun-corporation-bhd,Download Failed,1,Skipped,,,,
Lion Forest Industries Bhd,/equities/lion-forest-industries-bhd,Download Failed,1,Skipped,,,,
Tanco Holdings Bhd,/equities/tanco-holdings-bhd,Download Failed,1,Skipped,,,,
MPHB Capital Bhd,/equities/mphb-capital-bhd,Download Failed,1,Skipped,,,,
CCK Consolidated Holdings Bhd,/equities/cck-consolidated-holdings,Download Failed,1,Skipped,,,,
Salutica Bhd,/equities/salutica-bhd,Download Failed,1,Skipped,,,,
PIE Industrial Bhd,/equities/pie-industrial-bhd,Download Failed,1,Skipped,,,,
AmFIRST Real Estate Investment Trust,/equities/amfirst,Download Failed,1,Skipped,,,,
Rohas Tecnic Bhd,/equities/tecnic-group-bhd,Download Failed,1,Skipped,,,,
Kuala Lumpur Kepong Bhd,/equities/kuala-lumpur-kepong-bhd,Download Failed,1,Skipped,,,,
TMC Life Sciences Bhd,/equities/tmc-life-sciences-bhd,Download Failed,1,Skipped,,,,
Atrium Real Estate Investment Trust,/equities/atrium,Download Failed,1,Skipped,,,,
Sealink International Bhd,/equities/sealink-international-bhd,Download Failed,1,Skipped,,,,
Kamdar Group (Malaysia) Bhd,/equities/kamdar-group-(m)-bhd,Download Failed,1,Skipped,,,,
Pinehill Pacific Bhd,/equities/pinehill-pacific-bhd,Download Failed,1,Skipped,,,,
Hengyuan Refining Company Bhd,/equities/shell-refining-company,Download Failed,1,Skipped,,,,
Eversafe Rubber Bhd,/equities/eversafe-rubber-bhd,Download Failed,1,Skipped,,,,
Kwantas Corporation Bhd,/equities/kwantas-corporation-bhd,Download Failed,1,Skipped,,,,
Public Packages Holdings Bhd,/equities/public-packages-holdings,Download Failed,1,Skipped,,,,
Leader Steel Holdings Bhd,/equities/leader-steel-holdings-bhd,Download Failed,1,Skipped,,,,
Amtel Holdings Bhd,/equities/amtel-holdings-bhd,Download Failed,1,Skipped,,,,
Dutaland Bhd,/equities/dutaland-bhd,Download Failed,1,Skipped,,,,
ZECON Bhd,/equities/zecon-bhd,Download Failed,1,Skipped,,,,
Oversea Enterprise Bhd,/equities/oversea-enterprise-bhd,Download Failed,1,Skipped,,,,
Brem Holding Bhd,/equities/brem-holding-bhd,Download Failed,1,Skipped,,,,
Malaysia Smelting Corporation Bhd,/equities/malaysia-smelting-corp,Download Failed,1,Skipped,,,,
LPI Capital Bhd,/equities/lpi-capital-bhd,Download Failed,1,Skipped,,,,
APB Resources Bhd,/equities/apb-resources-bhd,Download Failed,1,Skipped,,,,
TPC Plus Bhd,/equities/tpc-plus-bhd,Download Failed,1,Skipped,,,,
Nestle (Malaysia) Bhd,/equities/nestle-(malaysia)-bhd,Download Failed,1,Skipped,,,,
SEAL Incorporated Bhd,/equities/seal-incorporated-bhd,Download Failed,1,Skipped,,,,
UOA Real Estate Investment Trust,/equities/uoa-reit,Download Failed,1,Skipped,,,,
Sapura Resources Bhd,/equities/sapura-resources-bhd,Download Failed,1,Skipped,,,,
GSB Group Bhd,/equities/gsb-group-bhd,Download Failed,1,Skipped,,,,
Batu Kawan Bhd,/equities/batu-kawan-bhd,Download Failed,1,Skipped,,,,
Fibon Bhd,/equities/fibon-bhd,Download Failed,1,Skipped,,,,
PNE PCB Bhd,/equities/pne-pcb-bhd,Download Failed,1,Skipped,,,,
Stella Holdings Bhd,/equities/merge-energy-bhd,Download Failed,1,Skipped,,,,
KIP Real Estate Investment Trust,/equities/kip-real-estate-investment-trust,Download Failed,1,Skipped,,,,
Goh Ban Huat Bhd,/equities/goh-ban-huat-bhd,Download Failed,1,Skipped,,,,
Sapura Industrial Bhd,/equities/sapura-industrial-bhd,Download Failed,1,Skipped,,,,
DKLS Industries Bhd,/equities/dkls-industries-bhd,Download Failed,1,Skipped,,,,
Country View Bhd,/equities/country-view-bhd,Download Failed,1,Skipped,,,,
Eksons Corp Bhd,/equities/eksons-corp-bhd,Download Failed,1,Skipped,,,,
Paragon Union Bhd,/equities/paragon-union-bhd,Download Failed,1,Skipped,,,,
Encorp Bhd,/equities/encorp-bhd,Download Failed,1,Skipped,,,,
Bina Darulaman Bhd,/equities/bina-darulaman-bhd,Download Failed,1,Skipped,,,,
Central Industrial Corp,/equities/central-industrial-corp,Download Failed,1,Skipped,,,,
EP Manufacturing Bhd,/equities/ep-manufacturing-bhd,Download Failed,1,Skipped,,,,
Harrisons Holdings (Malaysia),/equities/harrisons-holdings-(malaysia),Download Failed,1,Skipped,,,,
Karambunai Corp Bhd,/equities/karambunai-corp-bhd,Download Failed,1,Skipped,,,,
Multi Sports Holdings Ltd,/equities/multi-sports-holdings-ltd,Download Failed,1,Skipped,,,,
Selangor Properties Bhd,/equities/selangor-properties-bhd,Download Failed,1,Skipped,,,,
Kumpulan H & L High-Tech Bhd,/equities/kumpulan-h-l-high-tech,Download Failed,1,Skipped,,,,
Sumatec Resources Bhd,/equities/sumatec-resources-bhd,Download Failed,1,Skipped,,,,
Utusan Melayu Malaysia Bhd,/equities/utusan-melayu-malaysia-bhd,Download Failed,1,Skipped,,,,
Grand Central Enterprises Bhd,/equities/grand-central-enterprises-bhd,Download Failed,1,Skipped,,,,
Asia Poly Holdings Bhd Pref,/equities/asia-poly-pref,Download Failed,1,Skipped,,,,
MMIS Bhd,/equities/mmis-bhd,Download Failed,1,Skipped,,,,
Zelan Bhd,/equities/zelan-bhd,Download Sucessful,1,Append Successfully,,,,
Bina Puri Holdings Bhd,/equities/bina-puri-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
Nova MSC Bhd,/equities/nova-msc-bhd,Download Sucessful,1,Append Successfully,,,,
Ho Wah Genting Bhd,/equities/ho-wah-genting-bhd,Download Sucessful,1,Append Successfully,,,,
Mlabs Systems Bhd,/equities/mlabs-systems-bhd,Download Sucessful,1,Append Successfully,,,,
Sino Hua An International Bhd,/equities/sino-hua-an-international,Download Sucessful,1,Append Successfully,,,,
Prestariang Bhd,/equities/prestariang-bhd,Download Sucessful,1,Append Successfully,,,,
ES Ceramics Technology Bhd,/equities/es-ceramics-technology-bhd,Download Sucessful,1,Append Successfully,,,,
Asian Pac Holdings Bhd,/equities/asian-pac-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
SC Estate Builder Bhd,/equities/sc-estate-builder-bhd,Download Failed,1,Skipped,,,,
Vsolar Group Bhd,/equities/vsolar-group-bhd,Download Failed,1,Skipped,,,,
MY EG Services Bhd,/equities/my-eg-services-bhd,Download Failed,1,Skipped,,,,
Konsortium Transnasional Bhd,/equities/konsortium-transnasional-bhd,Download Failed,1,Skipped,,,,
Adventa Bhd,/equities/adventa-bhd,Download Failed,1,Skipped,,,,
CNI Holdings Bhd,/equities/cni-holdings-bhd,Download Failed,1,Skipped,,,,
MUI Properties Bhd,/equities/mui-properties-bhd,Download Failed,1,Skipped,,,,
Diversified Gateway Solutions Bhd,/equities/diversified-gateway-solutions-bhd,Download Failed,1,Skipped,,,,
TDM Bhd,/equities/tdm-bhd,Download Failed,1,Skipped,,,,
Malaysia Pacific Corporation,/equities/malaysia-pacific-corporation,Download Failed,1,Skipped,,,,
Kossan Rubber Industries Bhd,/equities/kossan-rubber-industries-bhd,Download Failed,1,Skipped,,,,
Tenaga Nasional Bhd,/equities/tenaga-nasional-bhd,Download Failed,1,Skipped,,,,
Pan Malaysia Holdings Bhd,/equities/pan-malaysia-holdings-bhd,Download Failed,1,Skipped,,,,
TH Heavy Engineering Bhd,/equities/th-heavy-engineering-bhd,Download Failed,1,Skipped,,,,
Tadmax Resources Bhd,/equities/tadmax-resources-bhd,Download Failed,1,Skipped,,,,
Boustead Holdings Bhd,/equities/boustead-holdings-bhd,Download Failed,1,Skipped,,,,
Mtag Group Berhad,/equities/mtag-group-berhad,Download Failed,1,Skipped,,,,
Dnonce Tech Bhd,/equities/dnonce-tech-bhd,Download Failed,1,Skipped,,,,
Pharmaniaga Bhd,/equities/pharmaniaga-bhd,Download Failed,1,Skipped,,,,
HeveaBoard Bhd,/equities/heveaboard-bhd,Download Failed,1,Skipped,,,,
Advancecon Holdings Bhd,/equities/advancecon-holdings-bhd,Download Failed,1,Skipped,,,,
TSH Resources Bhd,/equities/tsh-resources-bhd,Download Failed,1,Skipped,,,,
Perdana Petroleum Bhd,/equities/perdana-petroleum,Download Failed,1,Skipped,,,,
Minho M Bhd,/equities/minho-m-bhd,Download Failed,1,Skipped,,,,
Pentamaster Corporation Bhd,/equities/pentamaster-corporation-bhd,Download Failed,1,Skipped,,,,
RHB Bank Bhd,/equities/rhb-capital-bhd,Download Failed,1,Skipped,,,,
Greenyield Bhd,/equities/greenyield-bhd,Download Failed,1,Skipped,,,,
Serba Dinamik Holdings Bhd,/equities/serba-dinamik-holdings-bhd,Download Failed,1,Skipped,,,,
Ni Hsin Resources Bhd,/equities/ni-hsin-resources-bhd,Download Failed,1,Skipped,,,,
EA Holdings Bhd,/equities/ea-holdings-bhd,Download Failed,1,Skipped,,,,
PPB Group Bhd,/equities/ppb-group-bhd,Download Failed,1,Skipped,,,,
Scomi Group Bhd,/equities/scomi-group-bhd,Download Failed,1,Skipped,,,,
Spring Art Holdings Bhd,/equities/spring-art-holdings-bhd,Download Failed,1,Skipped,,,,
MClean Technologies Bhd,/equities/mclean-technologies-bhd,Download Failed,1,Skipped,,,,
JAG Bhd,/equities/jag-bhd,Download Failed,1,Skipped,,,,
SCGM Bhd,/equities/scgm-bhd,Download Failed,1,Skipped,,,,
Cypark Resources Berhad,/equities/cypark-resources-berhad,Download Failed,1,Skipped,,,,
IOI Corporation Bhd,/equities/ioi-corporation-bhd,Download Failed,1,Skipped,,,,
Kelington Group Bhd,/equities/kelington-group-bhd,Download Failed,1,Skipped,,,,
Thong Guan Industries Bhd,/equities/thong-guan-industries-bhd,Download Failed,1,Skipped,,,,
Malayan Flour Mills Bhd,/equities/malayan-flour-mills-bhd,Download Failed,1,Skipped,,,,
Poh Huat Resources Holdings,/equities/poh-huat-resources-holdings,Download Failed,1,Skipped,,,,
KLCC Property Holdings Bhd,/equities/klcc-prop-reits---stapled-sec,Download Failed,1,Skipped,,,,
Redtone International Bhd,/equities/redtone-international-bhd,Download Failed,1,Skipped,,,,
YKGI Holdings Bhd,/equities/ykgi-holdings-bhd,Download Failed,1,Skipped,,,,
JKG Land Bhd,/equities/keladi-maju-bhd,Download Failed,1,Skipped,,,,
TA Enterprise Bhd,/equities/ta-enterprise-bhd,Download Failed,1,Skipped,,,,
Jerasia Capital Bhd,/equities/jerasia-capital-bhd,Download Failed,1,Skipped,,,,
Lagenda Properties Bhd,/equities/d.b.e.-gurney-resources-bhd,Download Failed,1,Skipped,,,,
QL Resources Bhd,/equities/ql-resources-bhd,Download Failed,1,Skipped,,,,
AME Elite Consortium Bhd,/equities/ame-elite-consortium-bhd,Download Failed,1,Skipped,,,,
Mycron Steel Bhd,/equities/mycron-steel-bhd,Download Failed,1,Skipped,,,,
MMS Ventures Bhd,/equities/mms-ventures-bhd,Download Failed,1,Skipped,,,,
Xin Hwa Holdings Bhd,/equities/xin-hwa-holdings-bhd,Download Failed,1,Skipped,,,,
ECS ICT Bhd,/equities/ecs-ict-bhd,Download Failed,1,Skipped,,,,
Sycal Ventures Bhd,/equities/sycal-ventures-bhd,Download Failed,1,Skipped,,,,
Hap Seng Consolidated Bhd,/equities/hap-seng-consolidated-bhd,Download Failed,1,Skipped,,,,
Pelangi Publishing Group Bhd,/equities/pelangi-publishing-group,Download Failed,1,Skipped,,,,
Superlon Holdings Bhd,/equities/superlon-holdings-bhd,Download Failed,1,Skipped,,,,
UMW Holdings Bhd,/equities/umw-holdings-bhd,Download Failed,1,Skipped,,,,
Eng Kah Corporation Bhd,/equities/eng-kah-corporation-bhd,Download Failed,1,Skipped,,,,
Prestar Resources Bhd,/equities/prestar-resources-bhd,Download Failed,1,Skipped,,,,
Master Pack Group Bhd,/equities/master-pack-group-bhd,Download Failed,1,Skipped,,,,
YNH Property Bhd,/equities/ynh-property-bhd,Download Failed,1,Skipped,,,,
Paramount Corporation Bhd,/equities/paramount-corporation-bhd,Download Failed,1,Skipped,,,,
SLP Resources Bhd,/equities/slp-resources-bhd,Download Failed,1,Skipped,,,,
BSL Corp Bhd,/equities/bsl-corp-bhd,Download Failed,1,Skipped,,,,
Latitude Tree Holdings Bhd,/equities/latitude-tree-holdings-bhd,Download Failed,1,Skipped,,,,
Teck Guan Perdana Bhd,/equities/teck-guan-perdana-bhd,Download Failed,1,Skipped,,,,
CSC Steel Holdings Bhd,/equities/csc-steel-holdings-bhd,Download Failed,1,Skipped,,,,
Yoong Onn Corporation Bhd,/equities/yoong-onn-corporation-bhd,Download Failed,1,Skipped,,,,
Genting Plantations Bhd,/equities/genting-plantations-bhd,Download Failed,1,Skipped,,,,
SWS Capital Bhd,/equities/sws-capital-bhd,Download Failed,1,Skipped,,,,
Berjaya Assets Bhd,/equities/berjaya-assets-bhd,Download Failed,1,Skipped,,,,
Sand Nisko Capital Bhd,/equities/len-cheong-holding-bhd,Download Failed,1,Skipped,,,,
Gabungan AQRS Bhd,/equities/gabungan-aqrs-bhd,Download Failed,1,Skipped,,,,
SIG Gases Bhd,/equities/sig-gases-bhd,Download Failed,1,Skipped,,,,
Innature Bhd,/equities/innature-bhd,Download Failed,1,Skipped,,,,
Country Heights Holdings Bhd,/equities/country-heights-holdings-bhd,Download Failed,1,Skipped,,,,
A Rank Bhd,/equities/a-rank-bhd,Download Failed,1,Skipped,,,,
Mesiniaga Bhd,/equities/mesiniaga-bhd,Download Failed,1,Skipped,,,,
PLS Plantations Bhd,/equities/pls-plantations-bhd,Download Failed,1,Skipped,,,,
Leon Fuat Bhd,/equities/leon-fuat-bhd,Download Failed,1,Skipped,,,,
Unimech Group Bhd,/equities/unimech-group-bhd,Download Failed,1,Skipped,,,,
EITA Resources Bhd,/equities/eita-resources-bhd,Download Failed,1,Skipped,,,,
Apollo Food Holdings Bhd,/equities/apollo-food-holdings-bhd,Download Failed,1,Skipped,,,,
Timberwell Bhd,/equities/timberwell-bhd,Download Failed,1,Skipped,,,,
Analabs Resources Bhd,/equities/analabs-resources-bhd,Download Failed,1,Skipped,,,,
Mulpha International Bhd,/equities/mulpha-international-bhd,Download Failed,1,Skipped,,,,
G3 Global Bhd,/equities/yen-global-bhd,Download Failed,1,Skipped,,,,
Toyo Ink Group Bhd,/equities/toyo-ink-group-bhd,Download Failed,1,Skipped,,,,
Plenitude Bhd,/equities/plenitude-bhd,Download Failed,1,Skipped,,,,
Farlim Group (Malaysia) Bhd,/equities/farlim-group-(malaysia)-bhd,Download Failed,1,Skipped,,,,
Pineapple Resources Bhd,/equities/pineapple-resources-bhd,Download Failed,1,Skipped,,,,
Metro Healthcare Berhad,/equities/metro-healthcare,Download Failed,1,Skipped,,,,
LBS Bina Group Bhd Pref,/equities/lbs-bina,Download Failed,1,Skipped,,,,
APFT Bhd,/equities/apft-bhd,Download Failed,1,Skipped,,,,
Computer Forms (Malaysia) Bhd,/equities/computer-forms-(malaysia)-bhd,Download Failed,1,Skipped,,,,
DeGem Bhd,/equities/degem-bhd,Download Failed,1,Skipped,,,,
FSBM Holdings Bhd,/equities/fsbm-holdings-bhd,Download Failed,1,Skipped,,,,
Khind Holdings Bhd,/equities/khind-holdings-bhd,Download Failed,1,Skipped,,,,
Malpac Holdings Bhd,/equities/malpac-holdings-bhd,Download Failed,1,Skipped,,,,
Pintaras Jaya Bhd,/equities/pintaras-jaya-bhd,Download Failed,1,Skipped,,,,
Yee Lee Corporation Bhd,/equities/yee-lee-corporation-bhd,Download Failed,1,Skipped,,,,
Tasek Corporation Bhd,/equities/tasek-corporation-bhd,Download Failed,1,Skipped,,,,
Suiwah Corporation Bhd,/equities/suiwah-corporation-bhd,Download Failed,1,Skipped,,,,
Transocean Holdings Bhd,/equities/transocean-holdings-bhd,Download Failed,1,Skipped,,,,
S P Setia Bhd Pref,/equities/s-p-setia-bhd,Download Failed,1,Skipped,,,,
Supreme Consolidated Resources,/equities/supreme-consolidated-resources,Download Failed,1,Skipped,,,,
Parkson Holdings Bhd,/equities/parkson-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
PDZ Holdings Bhd,/equities/pdz-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
Borneo Oil Bhd,/equities/borneo-oil-bhd,Download Sucessful,1,Append Successfully,,,,
Parlo Bhd,/equities/parlo-bhd,Download Sucessful,1,Append Successfully,,,,
AHB Holdings Bhd,/equities/ahb-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
Bioalpha Holdings Bhd,/equities/bioalpha-holdings-bhd,Download Sucessful,1,Append Successfully,,,,
Digistar Corporation Bhd,/equities/digistar-corporation-bhd,Download Sucessful,1,Append Successfully,,,,
MQ Technology Bhd,/equities/mq-technology-bhd,Download Sucessful,1,Append Successfully,,,,
