CompanyName,Hyperlink,DownloadStatus
Saudee Group Bhd,/equities/saudee-group-bhd,To_be_Process
Impiana Hotels Bhd,/equities/bio-osmo-bhd,To_be_Process
Vertice Bhd,/equities/voir-holdings-bhd,To_be_Process
Pinehill Pacific Bhd,/equities/pinehill-pacific-bhd,To_be_Process
DRB - Hicom Bhd,/equities/drb---hicom-bhd,To_be_Process
TA Enterprise Bhd,/equities/ta-enterprise-bhd,To_be_Process
WCE Holdings Bhd,/equities/kumpulan-europlus-bhd,To_be_Process
MNRB Holdings Bhd,/equities/mnrb-holdings-bhd,To_be_Process
7 Eleven Malaysia Holdings Bhd,/equities/7-eleven-malaysia-holdings-bhd,To_be_Process
Sunway Construction Group Bhd,/equities/sunway-construction-group-bhd,To_be_Process
BTM Resources Bhd,/equities/btm-resources-bhd,To_be_Process
Globaltec Formation Bhd,/equities/globaltec-formation-bhd,To_be_Process
Malton Bhd,/equities/malton-bhd,To_be_Process
Focus Point Holdings Bhd,/equities/focus-point-holdings-bhd,To_be_Process
Smile-Link Healthcare Global Bhd,/equities/smile-link-healthcare,To_be_Process
Seacera Group Bhd,/equities/seacera-group-bhd,To_be_Process
Puncak Niaga Holdings Bhd,/equities/puncak-niaga-holdings-bhd,To_be_Process
D O Green Technologies Bhd,/equities/d-o-green-technologies-bhd,To_be_Process
VisDynamics Holdings Bhd,/equities/visdynamics-holdings-bhd,To_be_Process
Sunway Berhad,/equities/sunway-berhad,To_be_Process
Omesti Bhd,/equities/omesti-bhd,To_be_Process
Bermaz Auto Bhd,/equities/berjaya-auto-bhd,To_be_Process
IQ Group Holdings Bhd,/equities/iq-group-holdings-bhd,To_be_Process
Kuala Lumpur Kepong Bhd,/equities/kuala-lumpur-kepong-bhd,To_be_Process
GDB Holdings Bhd,/equities/gdb,To_be_Process
Asdion Bhd,/equities/asdion,To_be_Process
Tex Cycle Technology M Bhd,/equities/tex-cycle-technology-m-bhd,To_be_Process
Astro Malaysia Holdings Bhd,/equities/astro-malaysia-holdings-bhd,To_be_Process
Progressive Impact Corporation Bhd,/equities/progressive-impact-corporation-bhd,To_be_Process
Petronas Dagangan Bhd,/equities/petronas-dagangan-bhd,To_be_Process
AWC Bhd,/equities/awc-bhd,To_be_Process
George Kent (Malaysia) Bhd,/equities/george-kent-(malaysia)-bhd,To_be_Process
Hwa Tai Industries Bhd,/equities/hwa-tai-industries-bhd,To_be_Process
Prestar Resources Bhd,/equities/prestar-resources-bhd,To_be_Process
Padini Holdings Bhd,/equities/padini-holdings-bhd,To_be_Process
Taliworks Corporation Bhd,/equities/taliworks-corporation-bhd,To_be_Process
Econpile Holdings Bhd,/equities/econpile-holdings-bhd,To_be_Process
Techbond Group Bhd,/equities/techbond-group,To_be_Process
Plastrade Technology Bhd,/equities/plastrade-technology-bhd,To_be_Process
UMW Holdings Bhd,/equities/umw-holdings-bhd,To_be_Process
Mudajaya Group Bhd,/equities/mudajaya-group-bhd,To_be_Process
Thriven Global Bhd,/equities/mulpha-land-bhd,To_be_Process
IGB Real Estate Investment Trust,/equities/igb-real-estate-investment-trust,To_be_Process
Scope Industries Bhd,/equities/scope-industries-bhd,To_be_Process
Lagenda Properties Bhd,/equities/d.b.e.-gurney-resources-bhd,To_be_Process
Subur Tiasa Holdings Bhd,/equities/subur-tiasa-holdings-bhd,To_be_Process
AmanahRaya Real Estate Investment Trust,/equities/amanahraya-real-estate,To_be_Process
Tasco Bhd,/equities/tasco-bhd,To_be_Process
HeiTech Padu Bhd,/equities/heitech-padu-bhd,To_be_Process
WZ Satu Bhd,/equities/wz-satu-bhd,To_be_Process
Malaysia Marine and Heavy Engineering Holdings Bhd,/equities/malaysia-marine-heavy-engineering,To_be_Process
Thong Guan Industries Bhd,/equities/thong-guan-industries-bhd,To_be_Process
YKGI Holdings Bhd,/equities/ykgi-holdings-bhd,To_be_Process
Fajarbaru Builder Group Bhd,/equities/fajarbaru-builder-group-bhd,To_be_Process
Gabungan AQRS Bhd,/equities/gabungan-aqrs-bhd,To_be_Process
GHL Systems Bhd,/equities/ghl-systems-bhd,To_be_Process
Genting Plantations Bhd,/equities/genting-plantations-bhd,To_be_Process
ECS ICT Bhd,/equities/ecs-ict-bhd,To_be_Process
Naim Holdings Bhd,/equities/naim-holdings-bhd,To_be_Process
Tambun Indah Land Bhd,/equities/tambun-indah-land-bhd,To_be_Process
Unisem M Bhd,/equities/unisem-m-bhd,To_be_Process
JF Technology BHD,/equities/jf-tech,To_be_Process
Magni Tech Industries Bhd,/equities/magni-tech-industries-bhd,To_be_Process
BIMB Holdings Bhd,/equities/bimb-holdings-bhd,To_be_Process
KLCC Property Holdings Bhd,/equities/klcc-prop-reits---stapled-sec,To_be_Process
Eastern & Oriental Bhd,/equities/eastern---oriental-bhd,To_be_Process
Ann Joo Resources Bhd,/equities/ann-joo-resources-bhd,To_be_Process
Pecca Group Bhd,/equities/pecca-group-bhd,To_be_Process
Oriental Food Industries Hold,/equities/oriental-food-industries-hold,To_be_Process
Carlsberg Brewery Malaysia Bhd,/equities/carlsberg-brewery-malaysia-bhd,To_be_Process
Kumpulan Jetson Bhd,/equities/kumpulan-jetson-bhd,To_be_Process
EcoFirst Consolidated Bhd,/equities/ecofirst-consolidated-bhd,To_be_Process
Scomi Group Bhd,/equities/scomi-group-bhd,To_be_Process
Innature Bhd,/equities/innature-bhd,To_be_Process
Efficient E Solutions Bhd,/equities/efficient-e-solutions-bhd,To_be_Process
IJM Plantations Bhd,/equities/ijm-plantations-bhd,To_be_Process
Sinmah Capital Bhd,/equities/farms-best-bhd,To_be_Process
Dolomite Corporation Bhd,/equities/dolomite-corporation-bhd,To_be_Process
Power Root Bhd,/equities/power-root-bhd,To_be_Process
Kimlun Corporation Bhd,/equities/kimlun-corporation-bhd,To_be_Process
Dufu Tech Corp Bhd,/equities/dufu-tech-corp-bhd,To_be_Process
GSB Group Bhd,/equities/gsb-group-bhd,To_be_Process
Paramount Corporation Bhd,/equities/paramount-corporation-bhd,To_be_Process
Sentoria Group Bhd,/equities/sentoria-group-bhd,To_be_Process
Malakoff Corporation Bhd,/equities/malakoff-corporation-bhd,To_be_Process
Eco World International Bhd,/equities/eco-world-international-bhd,To_be_Process
PIE Industrial Bhd,/equities/pie-industrial-bhd,To_be_Process
Dpi Holdings Berhad,/equities/dpi-holdings,To_be_Process
MGB Bhd,/equities/ml-global-bhd,To_be_Process
Sarawak Cable Bhd,/equities/sarawak-cable-bhd,To_be_Process
Elsoft Research Bhd,/equities/elsoft-research-bhd,To_be_Process
Apex Healthcare Bhd,/equities/apex-healthcare-bhd,To_be_Process
Chin Well Holdings Bhd,/equities/chin-well-holdings-bhd,To_be_Process
Muar Ban Lee Group Bhd,/equities/muar-ban-lee-group-bhd,To_be_Process
TMC Life Sciences Bhd,/equities/tmc-life-sciences-bhd,To_be_Process
Oversea Enterprise Bhd,/equities/oversea-enterprise-bhd,To_be_Process
Mycron Steel Bhd,/equities/mycron-steel-bhd,To_be_Process
Yinson Holdings Bhd,/equities/yinson-holdings-bhd,To_be_Process
TH Plantations Bhd,/equities/th-plantations-bhd,To_be_Process
Versatile Creative Bhd,/equities/versatile-creative-bhd,To_be_Process
Sinotop Holdings Bhd,/equities/sinotop-holdings-bhd,To_be_Process
Hong Leong Financial Group Bhd,/equities/hong-leong-financial-group-bhd,To_be_Process
Brite Tech Bhd,/equities/brite-tech-bhd,To_be_Process
Hektar Real Estate Investment Trust,/equities/hektar-reit,To_be_Process
Faber Group Bhd,/equities/faber-group-bhd,To_be_Process
Wellcall Holdings Bhd,/equities/wellcall-holdings-bhd,To_be_Process
Hume Industries Bhd,/equities/hume-industries-bhd,To_be_Process
Teo Seng Capital Bhd,/equities/teo-seng-capital-bhd,To_be_Process
Cabnet Holdings Bhd,/equities/cabnet-holdings-bhd,To_be_Process
LFE Corporation Bhd,/equities/lfe-corporation-bhd,To_be_Process
Xin Hwa Holdings Bhd,/equities/xin-hwa-holdings-bhd,To_be_Process
YSP Southeast Asia Holding Bhd,/equities/ysp-southeast-asia-holding-bhd,To_be_Process
Yi-Lai Bhd,/equities/yi-lai-bhd,To_be_Process
Prolexus Bhd,/equities/prolexus-bhd,To_be_Process
Yoong Onn Corporation Bhd,/equities/yoong-onn-corporation-bhd,To_be_Process
MMS Ventures Bhd,/equities/mms-ventures-bhd,To_be_Process
Tri-Mode System M Bhd,/equities/tri-mode,To_be_Process
Spring Art Holdings Bhd,/equities/spring-art-holdings-bhd,To_be_Process
Muhibbah Engineering M Bhd,/equities/muhibbah-engineering-m-bhd,To_be_Process
Axis Real Estate Investment Trust,/equities/axis-real-estate-investment-trust,To_be_Process
Redtone International Bhd,/equities/redtone-international-bhd,To_be_Process
Scanwolf Corporation Bhd,/equities/scanwolf-corporation-bhd,To_be_Process
MESB Bhd,/equities/mesb-bhd,To_be_Process
Magnum Bhd,/equities/magnum-bhd,To_be_Process
Kim Hin Joo,/equities/kim-hin-joo,To_be_Process
Cocoaland Holdings Bhd,/equities/cocoaland-holdings-bhd,To_be_Process
NTPM Holdings Bhd,/equities/ntpm-holdings-bhd,To_be_Process
Khee San Bhd,/equities/khee-san-bhd,To_be_Process
Greatech Technology Bhd,/equities/greatech-technology-bhd,To_be_Process
Rexit Bhd,/equities/rexit-bhd,To_be_Process
HSS Engineers Bhd,/equities/hss-engineers-bhd,To_be_Process
Uni Wall Aps Holdings,/equities/uni-wall-aps-holdings,To_be_Process
Success Transformer Corporation Bhd,/equities/success-transformer-corp,To_be_Process
BP Plastics Holding Bhd,/equities/bp-plastics-holding-bhd,To_be_Process
British American Tobacco Malaysia Bhd,/equities/british-american-tobacco-(m)-bhd,To_be_Process
SEG International Bhd,/equities/seg-international-bhd,To_be_Process
Sunway Real Estate Investment Trust,/equities/sunway-real-estate-invest-trust,To_be_Process
Marine & General Bhd,/equities/silk-holdings-bhd,To_be_Process
Bright Packaging Industry Bhd,/equities/bright-packaging-industry-bhd,To_be_Process
Muda Holdings Bhd,/equities/muda-holdings-bhd,To_be_Process
EA Technique M Bhd,/equities/ea-technique-m-bhd,To_be_Process
Master Pack Group Bhd,/equities/master-pack-group-bhd,To_be_Process
Malaysian Pacific Industries,/equities/malaysian-pacific-industries,To_be_Process
Chemical Company of Malaysia,/equities/chemical-company-of-malaysia,To_be_Process
Pensonic Holdings Bhd,/equities/pensonic-holdings-bhd,To_be_Process
Scientex Bhd,/equities/scientex-bhd,To_be_Process
Eversendai Corporation Bhd,/equities/eversendai-corporation-bhd,To_be_Process
Tropicana Corporation Bhd,/equities/tropicana-corporation-bhd,To_be_Process
United U Li Corporation Bhd,/equities/united-u-li-corporation,To_be_Process
Ivory Properties Group Bhd,/equities/ivory-properties-group-bhd,To_be_Process
Ancom Bhd,/equities/ancom-bhd,To_be_Process
Jiankun International Bhd,/equities/jiankun-international-bhd,To_be_Process
DWL Resources Bhd,/equities/spring-gallery-bhd,To_be_Process
Lii Hen Industries Bhd,/equities/lii-hen-industries-bhd,To_be_Process
Scicom MSC Bhd,/equities/scicom-msc-bhd,To_be_Process
Only World Group Holdings Bhd,/equities/only-world-group-holdings-bhd,To_be_Process
Dutaland Bhd,/equities/dutaland-bhd,To_be_Process
AYS Ventures Bhd,/equities/ays-ventures-bhd,To_be_Process
Syarikat Takaful Malaysia Bhd,/equities/syarikat-takaful-malaysia-bhd,To_be_Process
Malaysian Bulk Carriers Bhd,/equities/malaysian-bulk-carriers-bhd,To_be_Process
Edaran Bhd,/equities/edaran-bhd,To_be_Process
HPMT Holdings Bhd,/equities/hpmt-holdings-bhd,To_be_Process
Kim Loong Resources Bhd,/equities/kim-loong-resources-bhd,To_be_Process
Euro Holdings Bhd,/equities/euro-holdings-bhd,To_be_Process
Boilermech Holdings Bhd,/equities/boilermech-holdings-bhd,To_be_Process
Asia Media Group Bhd,/equities/asia-media-group-bhd,To_be_Process
Hengyuan Refining Company Bhd,/equities/shell-refining-company,To_be_Process
K Seng Seng Corporation Bhd,/equities/k-seng-seng-corporation-bhd,To_be_Process
Ta Ann Holdings Bhd,/equities/ta-ann-holdings-bhd,To_be_Process
POS Malaysia&Services Holdings Bhd,/equities/pos-malaysia-services-holdings-bhd,To_be_Process
Majuperak Holdings Bhd,/equities/majuperak-holdings-bhd,To_be_Process
Inta Bina Group Bhd,/equities/inta-bina-group-bhd,To_be_Process
Handal Resources Bhd,/equities/handal-resources-bhd,To_be_Process
Aeon Credit Service Bhd,/equities/aeon-credit-service-(m)-bhd,To_be_Process
Public Packages Holdings Bhd,/equities/public-packages-holdings,To_be_Process
Salutica Bhd,/equities/salutica-bhd,To_be_Process
Willowglen MSC Bhd,/equities/willowglen-msc-bhd,To_be_Process
Jasa Kita Bhd,/equities/jasa-kita-bhd,To_be_Process
Matrix Concepts Holdings Bhd,/equities/matrix-concepts-holdings-bhd,To_be_Process
Engtex Group Bhd,/equities/engtex-group-bhd,To_be_Process
Tan Chong Motor Holdings Bhd,/equities/tan-chong-motor-holdings-bhd,To_be_Process
Dominant Enterprise Bhd,/equities/dominant-enterprise-bhd,To_be_Process
TIME Dotcom Bhd,/equities/time-dotcom-bhd,To_be_Process
Comintel Corporation Bhd,/equities/comintel-corporation-bhd,To_be_Process
Hup Seng Industries Bhd,/equities/hup-seng-industries-bhd,To_be_Process
Poh Huat Resources Holdings,/equities/poh-huat-resources-holdings,To_be_Process
Microlink Solutions Bhd,/equities/microlink-solutions-bhd,To_be_Process
SLP Resources Bhd,/equities/slp-resources-bhd,To_be_Process
MCE Holdings Bhd,/equities/multi-code-electronics-industries,To_be_Process
Lafarge Malayan Cement Bhd,/equities/lafarge-malayan-cement-bhd,To_be_Process
ViTrox Corporation Bhd,/equities/vitrox-corporation-bhd,To_be_Process
Suria Capital Holdings Bhd,/equities/suria-capital-holdings-bhd,To_be_Process
TSR Capital Bhd,/equities/tsr-capital-bhd,To_be_Process
Glomac Bhd,/equities/glomac-bhd,To_be_Process
Zhulian Corporation Bhd,/equities/zhulian-corporation-bhd,To_be_Process
AFFIN Holdings Bhd,/equities/affin-holdings-bhd,To_be_Process
Homeritz Corporation Bhd,/equities/homeritz-corporation-bhd,To_be_Process
Damansara Realty Bhd,/equities/damansara-realty-bhd,To_be_Process
Fraser Neave Holdings Bhd,/equities/fraser-neave-holdings-bhd,To_be_Process
SIG Gases Bhd,/equities/sig-gases-bhd,To_be_Process
Gagasan Nadi Cergas Berhad,/equities/gagasan-nadi-cergas,To_be_Process
Landmarks Bhd,/equities/landmarks-bhd,To_be_Process
Cepatwawasan Group Bhd,/equities/cepatwawasan-group-bhd,To_be_Process
Allianz Malaysia Bhd,/equities/allianz-malaysia-bhd,To_be_Process
Imaspro Corporation Bhd,/equities/imaspro-corporation-bhd,To_be_Process
Hap Seng Plantations Holdings Bhd,/equities/hap-seng-plantations-holdings-bhd,To_be_Process
Ornapaper Bhd,/equities/ornapaper-bhd,To_be_Process
Jerasia Capital Bhd,/equities/jerasia-capital-bhd,To_be_Process
KSL Holdings Bhd,/equities/ksl-holdings-bhd,To_be_Process
Inch Kenneth Kajang Rubber PLC,/equities/inch-kenneth-kajang-rubber-plc,To_be_Process
Can One Bhd,/equities/can-one-bhd,To_be_Process
UOA Development Bhd,/equities/uoa-development-bhd,To_be_Process
OSK Holdings Bhd,/equities/osk-holdings-bhd,To_be_Process
myNEWS Holdings Bhd,/equities/bison-consolidated-bhd,To_be_Process
Sunsuria Bhd,/equities/sunsuria-bhd,To_be_Process
Texchem Resources Bhd,/equities/texchem-resources-bhd,To_be_Process
YLI Holdings Bhd,/equities/yli-holdings-bhd,To_be_Process
Pansar Bhd,/equities/pansar-bhd,To_be_Process
Ranhill Holdings Ltd,/equities/symphony-house-bhd,To_be_Process
Hock Heng Stone Industries Bhd,/equities/hock-heng-stone-industries-bhd,To_be_Process
MKH Bhd,/equities/mkh-bhd,To_be_Process
Uchi Technologies Bhd,/equities/uchi-technologies-bhd,To_be_Process
Pavilion Real Estate Inv Trust,/equities/pavilion-real-estate-inv-trust,To_be_Process
Federal International Holdings Bhd,/equities/federal-furniture-holdings-m,To_be_Process
Petra Energy Bhd,/equities/petra-energy-bhd,To_be_Process
Cycle Carriage Bintang Bhd,/equities/cycle-carriage-bintang-bhd,To_be_Process
Classic Scenic Bhd,/equities/classic-scenic-bhd,To_be_Process
APM Automotive Holdings Bhd,/equities/apm-automotive-holdings-bhd,To_be_Process
Signature International Bhd,/equities/signature-international-bhd,To_be_Process
Nestle (Malaysia) Bhd,/equities/nestle-(malaysia)-bhd,To_be_Process
Scomi Energy Services Bhd,/equities/scomi-energy-services-bhd,To_be_Process
Grand Hoover Bhd,/equities/grand-hoover-bhd,To_be_Process
RCE Capital Berhad,/equities/rce-capital-berhad,To_be_Process
Formosa Prosonic Industries,/equities/formosa-prosonic-industries,To_be_Process
TAFI Industries Bhd,/equities/tafi-industries-bhd,To_be_Process
Resintech Bhd,/equities/resintech-bhd,To_be_Process
Tashin Holdings Bhd,/equities/tashin-holdings-bhd,To_be_Process
PLS Plantations Bhd,/equities/pls-plantations-bhd,To_be_Process
Acme Holdings Bhd,/equities/acme-holdings-bhd,To_be_Process
Hai O Enterprise Bhd,/equities/hai-o-enterprise-bhd,To_be_Process
YNH Property Bhd,/equities/ynh-property-bhd,To_be_Process
ELK-Desa Resources Bhd,/equities/elk-desa-resources-bhd,To_be_Process
SEAL Incorporated Bhd,/equities/seal-incorporated-bhd,To_be_Process
Bonia Corporation Bhd,/equities/bonia-corporation-bhd,To_be_Process
Superlon Holdings Bhd,/equities/superlon-holdings-bhd,To_be_Process
Nylex (Malaysia) Bhd,/equities/nylex-malaysia-bhd,To_be_Process
Lion Forest Industries Bhd,/equities/lion-forest-industries-bhd,To_be_Process
Shin Yang Shipping Corporation Bhd,/equities/shin-yang-shipping-corporation-bhd,To_be_Process
MBM Resources Bhd,/equities/mbm-resources-bhd,To_be_Process
PESTECH International Bhd,/equities/pestech-international-bhd,To_be_Process
Deleum Bhd,/equities/deleum-bhd,To_be_Process
Silver Ridge Holdings Bhd,/equities/silver-ridge-holdings-bhd,To_be_Process
CSC Steel Holdings Bhd,/equities/csc-steel-holdings-bhd,To_be_Process
Kotra Industries Bhd,/equities/kotra-industries-bhd,To_be_Process
Sarawak Oil Palms Bhd,/equities/sarawak-oil-palms-bhd,To_be_Process
HCK Capital Group Bhd,/equities/hck-capital-group-bhd,To_be_Process
Favelle Favco Bhd,/equities/favelle-favco-bhd,To_be_Process
TA Global Bhd,/equities/ta-global-bhd,To_be_Process
Leon Fuat Bhd,/equities/leon-fuat-bhd,To_be_Process
Wong Engineering Corporation Bhd,/equities/wong-engineering-corp,To_be_Process
Lingkaran Trans Kota Holdings Bhd,/equities/lingkaran-trans-kota-holdings-bhd,To_be_Process
Eversafe Rubber Bhd,/equities/eversafe-rubber-bhd,To_be_Process
Hua Yang Bhd,/equities/hua-yang-bhd,To_be_Process
Brem Holding Bhd,/equities/brem-holding-bhd,To_be_Process
Three A Resources Bhd,/equities/three-a-resources-bhd,To_be_Process
CB Industrial Product Holding,/equities/cb-industrial-product-holding,To_be_Process
MHC Plantations Bhd,/equities/mhc-plantations-bhd,To_be_Process
Pantech Group Holdings Bhd,/equities/pantech-group-holdings-bhd,To_be_Process
Petron Malaysia Refining Marketing,/equities/petron-malaysia-refining-marketing,To_be_Process
Berjaya Food Bhd,/equities/berjaya-food-bhd,To_be_Process
Ken Holdings Bhd,/equities/ken-holdings-bhd,To_be_Process
Golden Land Bhd,/equities/golden-land-bhd,To_be_Process
Complete Logistic Services Bhd,/equities/complete-logistic-services-bhd,To_be_Process
Advance Information Marketing Bhd,/equities/advance-information-marketing-bhd,To_be_Process
Al Aqar Healthcare Reit,/equities/al-aqar-healthcare-reit,To_be_Process
MB World Group Bhd,/equities/emas-kiara-industries-bhd,To_be_Process
Timberwell Bhd,/equities/timberwell-bhd,To_be_Process
United Plantations Bhd,/equities/united-plantations-bhd,To_be_Process
Fibon Bhd,/equities/fibon-bhd,To_be_Process
Berjaya Assets Bhd,/equities/berjaya-assets-bhd,To_be_Process
GUH Holdings Bhd,/equities/guh-holdings-bhd,To_be_Process
Choo Bee Metal Industries Bhd,/equities/choo-bee-metal-industries-bhd,To_be_Process
Mulpha International Bhd,/equities/mulpha-international-bhd,To_be_Process
Kumpulan Fima Bhd,/equities/kumpulan-fima-bhd,To_be_Process
CN Asia Corporation Bhd,/equities/cn-asia-corporation-bhd,To_be_Process
Xian Leng Holdings Bhd,/equities/xian-leng-holdings-bhd,To_be_Process
Hil Industries Bhd,/equities/hil-industries-bhd,To_be_Process
Genetec Technology Bhd,/equities/genetec-technology-bhd,To_be_Process
Harbour Link Group Bhd,/equities/harbour-link-group-bhd,To_be_Process
Apex Equity Holdings Bhd,/equities/apex-equity-holdings-bhd,To_be_Process
SWS Capital Bhd,/equities/sws-capital-bhd,To_be_Process
Pesona Metro Holdings Bhd,/equities/pesona-metro-holdings-bhd,To_be_Process
DKSH Holdings Malaysia Berhad,/equities/dksh-holdings-malaysia-berhad,To_be_Process
CapitaLand Malaysia Mall Trust,/equities/capitamalls-malaysia-trust,To_be_Process
Eurospan Holdings Bhd,/equities/eurospan-holdings-bhd,To_be_Process
Woodlandor Holdings Bhd,/equities/woodlandor-holdings-bhd,To_be_Process
Keck Seng Malaysia Bhd,/equities/keck-seng-malaysia-bhd,To_be_Process
Focus Lumber Bhd,/equities/focus-lumber-bhd,To_be_Process
Gas Malaysia Bhd,/equities/gas-malaysia-bhd,To_be_Process
Nationwide Express Holdings Bhd,/equities/nationwide-express-courier-services,To_be_Process
Amcorp Properties Bhd,/equities/amcorp-properties-bhd,To_be_Process
GuocoLand (Malaysia) Bhd,/equities/guocoland-(malaysia)-bhd,To_be_Process
MMAG Holdings Bhd Pref,/equities/mmag-pref,To_be_Process
Heineken Bhd,/equities/guinness-anchor-bhd,To_be_Process
Plenitude Bhd,/equities/plenitude-bhd,To_be_Process
TAS Offshore Bhd,/equities/tas-offshore-bhd,To_be_Process
Amanah Harta Tanah PNB,/equities/amanah-harta-tanah,To_be_Process
Spritzer Bhd,/equities/spritzer-bhd,To_be_Process
Khind Holdings Bhd,/equities/khind-holdings-bhd,To_be_Process
Watta Holding Bhd,/equities/watta-holding-bhd,To_be_Process
Unimech Group Bhd,/equities/unimech-group-bhd,To_be_Process
Theta Edge Bhd,/equities/theta-edge-bhd,To_be_Process
KKB Engineering Berhad,/equities/kkb-engineering-berhad,To_be_Process
SKB Shutters Corporation Bhd,/equities/skb-shutters-corporation-bhd,To_be_Process
Boustead Heavy Industries,/equities/boustead-heavy-industries,To_be_Process
Kwantas Corporation Bhd,/equities/kwantas-corporation-bhd,To_be_Process
Eksons Corp Bhd,/equities/eksons-corp-bhd,To_be_Process
Pacific Orient Bhd,/equities/pacific-orient-bhd,To_be_Process
AmFIRST Real Estate Investment Trust,/equities/amfirst,To_be_Process
BCB Bhd,/equities/bcb-bhd,To_be_Process
Lien Hoe Corporation Bhd,/equities/lien-hoe-corporation-bhd,To_be_Process
PMB Technology Bhd,/equities/pmb-technology-bhd,To_be_Process
Tiong Nam Logistics Holdings Bhd,/equities/tiong-nam-logistics-holdings-bhd,To_be_Process
Transocean Holdings Bhd,/equities/transocean-holdings-bhd,To_be_Process
Pintaras Jaya Bhd,/equities/pintaras-jaya-bhd,To_be_Process
Paos Holdings Bhd,/equities/paos-holdings-bhd,To_be_Process
Innoprise Plantations Bhd,/equities/innoprise-plantations-bhd,To_be_Process
KIP Real Estate Investment Trust,/equities/kip-real-estate-investment-trust,To_be_Process
Jaycorp Bhd,/equities/jaycorp-bhd,To_be_Process
Hock Seng Lee Bhd,/equities/hock-seng-lee-bhd,To_be_Process
Freight Management Holdings,/equities/freight-management-holdings,To_be_Process
PJBumi Bhd,/equities/pjbumi-bhd,To_be_Process
LPI Capital Bhd,/equities/lpi-capital-bhd,To_be_Process
Country Heights Holdings Bhd,/equities/country-heights-holdings-bhd,To_be_Process
Ge Shen Corporation Bhd,/equities/ge-shen-corporation-bhd,To_be_Process
JCBNext Berhad Bhd,/equities/jobstreet-corporation-bhd,To_be_Process
Oriental Holdings Bhd,/equities/oriental-holdings-bhd,To_be_Process
Heng Huat Resources Group Bhd,/equities/heng-huat-resources-group-bhd,To_be_Process
IOI Properties Group Bhd,/equities/ioi-properties-group-bhd,To_be_Process
Concrete Engineering Products,/equities/concrete-engineering-products,To_be_Process
APB Resources Bhd,/equities/apb-resources-bhd,To_be_Process
LBS Bina Group Bhd Pref,/equities/lbs-bina,To_be_Process
Teck Guan Perdana Bhd,/equities/teck-guan-perdana-bhd,To_be_Process
Daibochi Bhd,/equities/daibochi-plastic-packaging,To_be_Process
Perak Corporation Bhd,/equities/perak-corporation-bhd,To_be_Process
MPHB Capital Bhd,/equities/mphb-capital-bhd,To_be_Process
LBI Capital Bhd,/equities/lbi-capital-bhd,To_be_Process
CAM Resources Bhd,/equities/cam-resources-bhd,To_be_Process
Turbo Mech Bhd,/equities/turbo-mech-bhd,To_be_Process
Atrium Real Estate Investment Trust,/equities/atrium,To_be_Process
Panasonic Manufacture Malaysia,/equities/panasonic-manufacture-malaysia,To_be_Process
Bina Darulaman Bhd,/equities/bina-darulaman-bhd,To_be_Process
Seremban Engineering Bhd,/equities/seremban-engineering-bhd,To_be_Process
UPA Corporation Bhd,/equities/upa-corporation-bhd,To_be_Process
CYL Corporation Bhd,/equities/cyl-corporation-bhd,To_be_Process
Kluang Rubber Company Malaya,/equities/kluang-rubber-company-malaya,To_be_Process
CI Holdings Bhd,/equities/ci-holdings-bhd,To_be_Process
Sam Engineering Equipment,/equities/sam-engineering-equipment,To_be_Process
Bertam Alliance Bhd,/equities/bertam-alliance-bhd,To_be_Process
Kamdar Group (Malaysia) Bhd,/equities/kamdar-group-(m)-bhd,To_be_Process
EITA Resources Bhd,/equities/eita-resources-bhd,To_be_Process
Astino Bhd,/equities/astino-bhd,To_be_Process
Tower Real Estate Investment Trust,/equities/tower-real-estate,To_be_Process
KPS Consortium Bhd,/equities/kps-consortium-bhd,To_be_Process
BIG Industries Bhd,/equities/big-industries-bhd,To_be_Process
Chuan Huat Resources Bhd,/equities/chuan-huat-resources-bhd,To_be_Process
S P Setia Bhd Pref,/equities/s-p-setia-bhd,To_be_Process
A Rank Bhd,/equities/a-rank-bhd,To_be_Process
Chee Wah Corporation Bhd,/equities/chee-wah-corp-bhd,To_be_Process
PBA Holdings Bhd,/equities/pba-holdings-bhd,To_be_Process
Crest Builder Holdings Bhd,/equities/crest-builder-holdings-bhd,To_be_Process
Magna Prima Bhd,/equities/magna-prima-bhd,To_be_Process
SHL Consolidated Bhd,/equities/shl-consolidated-bhd,To_be_Process
Riverview Rubber Estates Bhd,/equities/riverview-rubber-estates-bhd,To_be_Process
Oka Corporation Bhd,/equities/oka-corporation-bhd,To_be_Process
EP Manufacturing Bhd,/equities/ep-manufacturing-bhd,To_be_Process
ARK Resources Bhd,/equities/ark-resources-bhd,To_be_Process
MTD ACPI Engineering Bhd,/equities/mtd-acpi-engineering-bhd,To_be_Process
Enra Group Bhd,/equities/perduren-(m)-bhd,To_be_Process
Ajinomoto Malaysia Bhd,/equities/ajinomoto-(malaysia)-bhd,To_be_Process
Oriental Interest Bhd,/equities/oriental-interest-bhd,To_be_Process
Wang-Zheng Bhd,/equities/wang-zheng-bhd,To_be_Process
Cheetah Holdings Bhd,/equities/cheetah-holdings-bhd,To_be_Process
Rapid Synergy Bhd,/equities/rapid-synergy-bhd,To_be_Process
Asia Poly Holdings Bhd Pref,/equities/asia-poly-pref,To_be_Process
IGB Bhd,/equities/goldis-bhd,To_be_Process
SCC Holdings Bhd,/equities/scc-holdings-bhd,To_be_Process
Milux Corporation Bhd,/equities/milux-corporation-bhd,To_be_Process
